Sentence
"The Lenovo IdeaPad 3 Core i3 11th Gen, equipped with a Intel Core i3 Processor (11th Gen), boasts a solid 0.0-star rating based on 0 reviews. It features 8 GB DDR4 RAM and 256 GB SSD for efficient multitasking and storage, all at a discounted price of 37490 rupees, down from the MRP of 61590 rupees."
"The DELL Inspiron Core i5 12th Gen, equipped with a Intel Core i5 Processor (12th Gen), boasts a solid 0.0-star rating based on 0 reviews. It features 8 GB DDR4 RAM and 512 GB SSD for efficient multitasking and storage, all at a discounted price of 65390 rupees, down from the MRP of 85751 rupees."
"The Lenovo IdeaPad 3 Core i5 12th Gen, equipped with a Intel Core i5 Processor (12th Gen), boasts a solid 4.2-star rating based on 236 reviews. It features 8 GB DDR4 RAM and 512 GB SSD for efficient multitasking and storage, all at a discounted price of 62490 rupees, down from the MRP of 76890 rupees."
"The Lenovo IdeaPad Flex 5 Ryzen 5 Hexa Core 5500U, equipped with a AMD Ryzen 5 Hexa Core Processor, boasts a solid 0.0-star rating based on 0 reviews. It features 16 GB LPDDR4X RAM and 512 GB SSD for efficient multitasking and storage, all at a discounted price of 63990 rupees, down from the MRP of 95090 rupees."
"The HP Victus Ryzen 7 Octa Core 5800H, equipped with a AMD Ryzen 7 Octa Core Processor, boasts a solid 0.0-star rating based on 0 reviews. It features 8 GB DDR4 RAM and 512 GB SSD for efficient multitasking and storage, all at a discounted price of 68990 rupees, down from the MRP of 86547 rupees."
"The ASUS VivoBook Flip 14 Core i3 11th Gen, equipped with a Intel Core i3 Processor (11th Gen), boasts a solid 4.0-star rating based on 141 reviews. It features 8 GB LPDDR4X RAM and 512 GB SSD for efficient multitasking and storage, all at a discounted price of 49990 rupees, down from the MRP of 67990 rupees."
"The Infinix X1 Slim Series Core i5 10th Gen, equipped with a Intel Core i5 Processor (10th Gen), boasts a solid 4.2-star rating based on 697 reviews. It features 8 GB LPDDR4X RAM and 512 GB SSD for efficient multitasking and storage, all at a discounted price of 44990 rupees, down from the MRP of 59999 rupees."
"The Vaio E Series Ryzen 5 Quad Core 3500U, equipped with a AMD Ryzen 5 Quad Core Processor, boasts a solid 4.0-star rating based on 706 reviews. It features 8 GB DDR4 RAM and 512 GB SSD for efficient multitasking and storage, all at a discounted price of 41990 rupees, down from the MRP of 66990 rupees."
"The ASUS Vivobook Ultra 14 (2022) Core i3 11th Gen, equipped with a Intel Core i3 Processor (11th Gen), boasts a solid 4.3-star rating based on 364 reviews. It features 8 GB DDR4 RAM and 512 GB SSD for efficient multitasking and storage, all at a discounted price of 40990 rupees, down from the MRP of 58990 rupees."
"The DELL Inspiron Core i5 11th Gen, equipped with a Intel Core i5 Processor (11th Gen), boasts a solid 4.2-star rating based on 17 reviews. It features 16 GB DDR4 RAM and 512 GB SSD for efficient multitasking and storage, all at a discounted price of 49890 rupees, down from the MRP of 90783 rupees."
"The DELL Inspiron Core i3 11th Gen, equipped with a Intel Core i3 Processor (11th Gen), boasts a solid 3.7-star rating based on 683 reviews. It features 8 GB DDR4 RAM and 1 TB HDD for efficient multitasking and storage, all at a discounted price of 39690 rupees, down from the MRP of 51493 rupees."
"The acer Aspire Vero (Green PC) Core i5 11th Gen, equipped with a Intel Core i5 Processor (11th Gen), boasts a solid 0.0-star rating based on 0 reviews. It features 16 GB DDR4 RAM and 512 GB SSD for efficient multitasking and storage, all at a discounted price of 54990 rupees, down from the MRP of 79999 rupees."
"The ASUS Vivobook 15 Core i3 11th Gen, equipped with a Intel Core i3 Processor (11th Gen), boasts a solid 4.4-star rating based on 35 reviews. It features 8 GB DDR4 RAM and 512 GB SSD for efficient multitasking and storage, all at a discounted price of 39990 rupees, down from the MRP of 56990 rupees."
"The Infinix INBook X1 Neo Series Celeron Quad Core, equipped with a Intel Celeron Quad Core Processor, boasts a solid 4.1-star rating based on 738 reviews. It features 4 GB LPDDR4X RAM and 128 GB SSD for efficient multitasking and storage, all at a discounted price of 20990 rupees, down from the MRP of 29990 rupees."
"The HP G8 Core i3 11th Gen, equipped with a Intel Core i3 Processor (11th Gen), boasts a solid 4.0-star rating based on 40 reviews. It features 8 GB DDR4 RAM and 512 GB SSD for efficient multitasking and storage, all at a discounted price of 34690 rupees, down from the MRP of 45743 rupees."
"The DELL Inspiron Core i5 11th Gen, equipped with a Intel Core i5 Processor (11th Gen), boasts a solid 3.7-star rating based on 10 reviews. It features 8 GB DDR4 RAM and 512 GB SSD for efficient multitasking and storage, all at a discounted price of 57990 rupees, down from the MRP of 73171 rupees."
"The Lenovo IdeaPad 3 Core i3 10th Gen, equipped with a Intel Core i3 Processor (10th Gen), boasts a solid 4.3-star rating based on 8 reviews. It features 4 GB DDR4 RAM and 256 GB SSD for efficient multitasking and storage, all at a discounted price of 31990 rupees, down from the MRP of 53790 rupees."
"The DELL Inspiron Core i3 11th Gen, equipped with a Intel Core i3 Processor (11th Gen), boasts a solid 4.3-star rating based on 245 reviews. It features 8 GB DDR4 RAM and 512 GB SSD for efficient multitasking and storage, all at a discounted price of 61900 rupees, down from the MRP of 72600 rupees."
"The acer Aspire 5 Core i5 12th Gen, equipped with a Intel Core i5 Processor (12th Gen), boasts a solid 0.0-star rating based on 0 reviews. It features 8 GB DDR4 RAM and 512 GB SSD for efficient multitasking and storage, all at a discounted price of 57990 rupees, down from the MRP of 74999 rupees."
"The DELL Inspiron Core i3 11th Gen, equipped with a Intel Core i3 Processor (11th Gen), boasts a solid 3.1-star rating based on 15 reviews. It features 8 GB DDR4 RAM and 512 GB SSD for efficient multitasking and storage, all at a discounted price of 44290 rupees, down from the MRP of 55047 rupees."
"The realme Book(Slim) Intel Evo Core i5 11th Gen, equipped with a Powered by 11th Gen Intel Evo Core i5 Processor, boasts a solid 4.4-star rating based on 7067 reviews. It features Microsoft Office 2019 Home & Student Included and Intel Core i5 Processor (11th Gen) for efficient multitasking and storage, all at a discounted price of 59990 rupees, down from the MRP of 69999 rupees."
"The ASUS Vivobook K15 OLED Ryzen 5 Hexa Core AMD R5, equipped with a AMD Ryzen 5 Hexa Core Processor, boasts a solid 4.5-star rating based on 742 reviews. It features 16 GB DDR4 RAM and 512 GB SSD for efficient multitasking and storage, all at a discounted price of 58990 rupees, down from the MRP of 80990 rupees."
"The DELL Vostro Core i3 10th Gen, equipped with a Intel Core i3 Processor (10th Gen), boasts a solid 4.2-star rating based on 50 reviews. It features 4 GB DDR4 RAM and 1 TB HDD|256 GB SSD for efficient multitasking and storage, all at a discounted price of 42490 rupees, down from the MRP of 57858 rupees."
"The HP 15s Core i3 11th Gen, equipped with a Intel Core i3 Processor (11th Gen), boasts a solid 0.0-star rating based on 0 reviews. It features 8 GB DDR4 RAM and 256 GB SSD for efficient multitasking and storage, all at a discounted price of 37770 rupees, down from the MRP of 48052 rupees."
"The Lenovo IdeaPad Ryzen 5 Hexa Core 5500U, equipped with a AMD Ryzen 5 Hexa Core Processor, boasts a solid 4.1-star rating based on 54 reviews. It features 8 GB DDR4 RAM and 512 GB SSD for efficient multitasking and storage, all at a discounted price of 50990 rupees, down from the MRP of 67990 rupees."
"The DELL Core i5 12th Gen, equipped with a Intel Core i5 Processor (12th Gen), boasts a solid 4.0-star rating based on 7 reviews. It features 8 GB DDR4 RAM and 1 TB HDD|256 GB SSD for efficient multitasking and storage, all at a discounted price of 61490 rupees, down from the MRP of 79928 rupees."
"The ASUS VivoBook K15 OLED Ryzen 7 Octa Core AMD R7, equipped with a AMD Ryzen 7 Octa Core Processor, boasts a solid 4.6-star rating based on 58 reviews. It features 16 GB DDR4 RAM and 512 GB SSD for efficient multitasking and storage, all at a discounted price of 63990 rupees, down from the MRP of 86990 rupees."
"The DELL Ryzen 3 Quad Core 5425U, equipped with a AMD Ryzen 3 Quad Core Processor, boasts a solid 4.6-star rating based on 7 reviews. It features 8 GB DDR4 RAM and 512 GB SSD for efficient multitasking and storage, all at a discounted price of 43490 rupees, down from the MRP of 55384 rupees."
"The DELL Vostro Core i3 11th Gen, equipped with a Intel Core i3 Processor (11th Gen), boasts a solid 4.1-star rating based on 9 reviews. It features 8 GB DDR4 RAM and 256 GB SSD for efficient multitasking and storage, all at a discounted price of 42890 rupees, down from the MRP of 44427 rupees."
"The Lenovo IdeaPad 3 Celeron Dual Core 4th Gen, equipped with a Intel Celeron Dual Core Processor (4th Gen), boasts a solid 4.1-star rating based on 933 reviews. It features 4 GB DDR4 RAM and 256 GB SSD for efficient multitasking and storage, all at a discounted price of 25990 rupees, down from the MRP of 40490 rupees."
"The Infinix X1 Slim Series Core i3 10th Gen, equipped with a Intel Core i3 Processor (10th Gen), boasts a solid 4.3-star rating based on 4244 reviews. It features 8 GB LPDDR4X RAM and 256 GB SSD for efficient multitasking and storage, all at a discounted price of 35990 rupees, down from the MRP of 49999 rupees."
"The HP 15s Intel Core i3 11th Gen, equipped with a Intel Core i3 Processor (11th Gen), boasts a solid 4.2-star rating based on 230 reviews. It features 8 GB DDR4 RAM and 512 GB SSD for efficient multitasking and storage, all at a discounted price of 41999 rupees, down from the MRP of 47834 rupees."
"The Lenovo IdeaPad 3 Core i5 12th Gen, equipped with a Intel Core i5 Processor (12th Gen), boasts a solid 4.1-star rating based on 78 reviews. It features 16 GB DDR4 RAM and 512 GB SSD for efficient multitasking and storage, all at a discounted price of 66490 rupees, down from the MRP of 82490 rupees."
"The DELL Vostro Core i3 10th Gen, equipped with a Intel Core i3 Processor (10th Gen), boasts a solid 4.2-star rating based on 904 reviews. It features 8 GB DDR4 RAM and 1 TB HDD|256 GB SSD for efficient multitasking and storage, all at a discounted price of 42490 rupees, down from the MRP of 54781 rupees."
"The Lenovo Core i3 11th Gen, equipped with a Intel Core i3 Processor (11th Gen), boasts a solid 4.1-star rating based on 26 reviews. It features 8 GB DDR4 RAM and 512 GB SSD for efficient multitasking and storage, all at a discounted price of 40699 rupees, down from the MRP of 55695 rupees."
"The ASUS TUF Gaming A17 Ryzen 5 Hexa Core AMD R5, equipped with a AMD Ryzen 5 Hexa Core Processor, boasts a solid 4.5-star rating based on 531 reviews. It features 8 GB DDR4 RAM and 512 GB SSD for efficient multitasking and storage, all at a discounted price of 64590 rupees, down from the MRP of 81990 rupees."
"The Lenovo Ryzen 3 Dual Core 3250U, equipped with a AMD Ryzen 3 Dual Core Processor, boasts a solid 3.6-star rating based on 84 reviews. It features 4 GB DDR4 RAM and 1 TB HDD for efficient multitasking and storage, all at a discounted price of 31490 rupees, down from the MRP of 36923 rupees."
"The DELL Inspiron Ryzen 3 Dual Core 3250U, equipped with a AMD Ryzen 3 Dual Core Processor, boasts a solid 4.2-star rating based on 26 reviews. It features 8 GB DDR4 RAM and 512 GB SSD for efficient multitasking and storage, all at a discounted price of 44090 rupees, down from the MRP of 56771 rupees."
"The HP Athlon Dual Core 3050U, equipped with a AMD Athlon Dual Core Processor, boasts a solid 4.0-star rating based on 848 reviews. It features 8 GB DDR4 RAM and 512 GB SSD for efficient multitasking and storage, all at a discounted price of 29490 rupees, down from the MRP of 39288 rupees."
"The Lenovo IdeaPad 3 Core i3 10th Gen, equipped with a Intel Core i3 Processor (10th Gen), boasts a solid 4.3-star rating based on 8 reviews. It features 4 GB DDR4 RAM and 256 GB SSD for efficient multitasking and storage, all at a discounted price of 31990 rupees, down from the MRP of 53790 rupees."
"The DELL Inspiron Core i3 10th Gen, equipped with a Intel Core i3 Processor (10th Gen), boasts a solid 4.1-star rating based on 993 reviews. It features 8 GB DDR4 RAM and 1 TB HDD|256 GB SSD for efficient multitasking and storage, all at a discounted price of 45390 rupees, down from the MRP of 60490 rupees."
"The HP Ryzen 3 Quad Core 5300U, equipped with a AMD Ryzen 3 Quad Core Processor, boasts a solid 4.3-star rating based on 1974 reviews. It features 8 GB DDR4 RAM and 512 GB SSD for efficient multitasking and storage, all at a discounted price of 41990 rupees, down from the MRP of 52900 rupees."
"The DELL Vostro Ryzen 3 Dual Core 3250U, equipped with a AMD Ryzen 3 Dual Core Processor, boasts a solid 4.1-star rating based on 68 reviews. It features 8 GB DDR4 RAM and 512 GB SSD for efficient multitasking and storage, all at a discounted price of 42190 rupees, down from the MRP of 51105 rupees."
"The realme Book(Slim) Intel Evo Core i5 11th Gen, equipped with a Powered by 11th Gen Intel Evo Core i5 Processor, boasts a solid 4.4-star rating based on 7067 reviews. It features Microsoft Office 2019 Home & Student Included and Intel Core i5 Processor (11th Gen) for efficient multitasking and storage, all at a discounted price of 59990 rupees, down from the MRP of 69999 rupees."
"The DELL Vostro Ryzen 5 Hexa Core 5625U, equipped with a AMD Ryzen 5 Hexa Core Processor, boasts a solid 0.0-star rating based on 0 reviews. It features 16 GB DDR4 RAM and 512 GB SSD for efficient multitasking and storage, all at a discounted price of 67115 rupees, down from the MRP of 82373 rupees."
"The DELL Core i3 12th Gen, equipped with a Processor: Intel i3-1215U (Base- 0.9 GHz & Turbo up to 4.40 GHz) 6 Cores, boasts a solid 4.0-star rating based on 9 reviews. It features RAM & Storage: 8GB DDR4 & 512GB SSD and Display: 15.6"" FHD WVA AG 120Hz 250 nits Narrow Border for efficient multitasking and storage, all at a discounted price of 47990 rupees, down from the MRP of 55047 rupees."
"The HP 14s Intel Celeron Dual Core, equipped with a Intel Celeron Dual Core Processor, boasts a solid 3.8-star rating based on 354 reviews. It features 8 GB DDR4 RAM and 256 GB SSD for efficient multitasking and storage, all at a discounted price of 27891 rupees, down from the MRP of 36865 rupees."
"The MSI Ryzen 7 Octa Core 5700U, equipped with a AMD Ryzen 7 Octa Core Processor, boasts a solid 4.2-star rating based on 113 reviews. It features 8 GB DDR4 RAM and 512 GB SSD for efficient multitasking and storage, all at a discounted price of 52990 rupees, down from the MRP of 78990 rupees."
"The ASUS Core i3 11th Gen, equipped with a Intel Core i3 Processor (11th Gen), boasts a solid 0.0-star rating based on 0 reviews. It features 8 GB DDR4 RAM and 256 GB SSD for efficient multitasking and storage, all at a discounted price of 35990 rupees, down from the MRP of 52990 rupees."
"The MSI Bravo Ryzen 5 Hexa Core 5600H, equipped with a AMD Ryzen 5 Hexa Core Processor, boasts a solid 4.4-star rating based on 2115 reviews. It features 8 GB DDR4 RAM and 512 GB SSD for efficient multitasking and storage, all at a discounted price of 58500 rupees, down from the MRP of 83990 rupees."
"The HP Athlon Dual Core 3050U, equipped with a AMD Athlon Dual Core Processor, boasts a solid 4.3-star rating based on 25 reviews. It features 4 GB DDR4 RAM and 256 GB SSD for efficient multitasking and storage, all at a discounted price of 25612 rupees, down from the MRP of 31690 rupees."
"The DELL Inspiron Core i3 11th Gen, equipped with a Intel Core i3 Processor (11th Gen), boasts a solid 4.0-star rating based on 53 reviews. It features 8 GB DDR4 RAM and 256 GB SSD for efficient multitasking and storage, all at a discounted price of 43490 rupees, down from the MRP of 56776 rupees."
"The ASUS VivoBook 15 (2022) Core i3 10th Gen, equipped with a Intel Core i3 Processor (10th Gen), boasts a solid 4.3-star rating based on 9970 reviews. It features 8 GB DDR4 RAM and 512 GB SSD for efficient multitasking and storage, all at a discounted price of 35990 rupees, down from the MRP of 50990 rupees."
"The ASUS Vivobook 15 Ryzen 3 Dual Core AMD R3, equipped with a AMD Ryzen 3 Dual Core Processor, boasts a solid 4.3-star rating based on 398 reviews. It features 8 GB DDR4 RAM and 512 GB SSD for efficient multitasking and storage, all at a discounted price of 34990 rupees, down from the MRP of 46990 rupees."
"The acer Aspire 7 Core i5 12th Gen, equipped with a Intel Core i5 Processor (12th Gen), boasts a solid 4.3-star rating based on 2969 reviews. It features 16 GB DDR4 RAM and 512 GB SSD for efficient multitasking and storage, all at a discounted price of 61990 rupees, down from the MRP of 94999 rupees."
"The Lenovo IdeaPad 3 Core i3 10th Gen, equipped with a Intel Core i3 Processor (10th Gen), boasts a solid 4.4-star rating based on 798 reviews. It features 4 GB DDR4 RAM and 256 GB SSD for efficient multitasking and storage, all at a discounted price of 31990 rupees, down from the MRP of 36133 rupees."
"The DELL Vostro 3405 Athlon Dual Core 3050, equipped with a AMD Athlon Dual Core Processor, boasts a solid 4.1-star rating based on 488 reviews. It features 4 GB DDR4 RAM and 256 GB SSD for efficient multitasking and storage, all at a discounted price of 28290 rupees, down from the MRP of 39874 rupees."
"The MSI GF63 Thin Hexa Core i5 10th Gen, equipped with a Intel Hexa Core i5 Processor (10th Gen), boasts a solid 4.4-star rating based on 3387 reviews. It features 8 GB DDR4 RAM and 1 TB HDD|256 GB SSD for efficient multitasking and storage, all at a discounted price of 54490 rupees, down from the MRP of 76990 rupees."
"The Lenovo Core i3 10th Gen, equipped with a Intel Core i3 Processor (10th Gen), boasts a solid 4.3-star rating based on 768 reviews. It features 8 GB DDR4 RAM and 512 GB SSD for efficient multitasking and storage, all at a discounted price of 38990 rupees, down from the MRP of 62190 rupees."
"The DELL Inspiron Core i5 11th Gen, equipped with a Intel Core i5 Processor (11th Gen), boasts a solid 4.3-star rating based on 505 reviews. It features 8 GB DDR4 RAM and 1 TB HDD|256 GB SSD for efficient multitasking and storage, all at a discounted price of 60390 rupees, down from the MRP of 65321 rupees."
"The Avita Pura E, equipped with a Intel Core i3 Processor (10th Gen), boasts a solid 0.0-star rating based on 0 reviews. It features 4 GB DDR4 RAM and 256 GB SSD for efficient multitasking and storage, all at a discounted price of 29990 rupees, down from the MRP of 47990 rupees."
"The SAMSUNG Galaxy Book2 Core i5 12th Gen, equipped with a Intel Core i5 Processor (12th Gen), boasts a solid 4.6-star rating based on 78 reviews. It features 8 GB LPDDR4X RAM and 256 GB SSD for efficient multitasking and storage, all at a discounted price of 61990 rupees, down from the MRP of 79990 rupees."
"The HP Pavilion Ryzen 5 Hexa Core AMD R5, equipped with a AMD Ryzen 5 Hexa Core Processor, boasts a solid 4.5-star rating based on 95 reviews. It features 8 GB DDR4 RAM and 512 GB SSD for efficient multitasking and storage, all at a discounted price of 63990 rupees, down from the MRP of 73544 rupees."
"The Lenovo IdeaPad 3 Core i3 10th Gen, equipped with a Intel Core i3 Processor (10th Gen), boasts a solid 4.3-star rating based on 8 reviews. It features 4 GB DDR4 RAM and 256 GB SSD for efficient multitasking and storage, all at a discounted price of 31990 rupees, down from the MRP of 53790 rupees."
"The ASUS Vivobook AMD R5 5600H Ryzen 5 Hexa Core 10th Gen, equipped with a AMD Ryzen 5 Hexa Core Processor (10th Gen), boasts a solid 0.0-star rating based on 0 reviews. It features 16 GB DDR4 RAM and 512 GB SSD for efficient multitasking and storage, all at a discounted price of 54980 rupees, down from the MRP of 74990 rupees."
"The HP Pavilion Ryzen 5 Hexa Core 5625U, equipped with a AMD Ryzen 5 Hexa Core Processor, boasts a solid 4.2-star rating based on 264 reviews. It features 8 GB DDR4 RAM and 512 GB SSD for efficient multitasking and storage, all at a discounted price of 55200 rupees, down from the MRP of 64491 rupees."
"The HP 15s Intel Core i3 11th Gen, equipped with a Intel Core i3 Processor (11th Gen), boasts a solid 4.1-star rating based on 131 reviews. It features 8 GB DDR4 RAM and 1 TB HDD|256 GB SSD for efficient multitasking and storage, all at a discounted price of 41490 rupees, down from the MRP of 51470 rupees."
"The realme Book(Slim) Intel Evo Core i5 11th Gen, equipped with a Powered by 11th Gen Intel Evo Core i5 Processor, boasts a solid 4.4-star rating based on 7067 reviews. It features Microsoft Office 2019 Home & Student Included and Intel Core i5 Processor (11th Gen) for efficient multitasking and storage, all at a discounted price of 59990 rupees, down from the MRP of 69999 rupees."
"The acer Aspire 3 Pentium Silver, equipped with a Intel Pentium Silver Processor, boasts a solid 4.0-star rating based on 19 reviews. It features 4 GB DDR4 RAM and 256 GB SSD for efficient multitasking and storage, all at a discounted price of 26490 rupees, down from the MRP of 32990 rupees."
"The DELL Core i5 11th Gen, equipped with a Intel Core i5 Processor (11th Gen), boasts a solid 4.0-star rating based on 3 reviews. It features 8 GB DDR4 RAM and 512 GB SSD for efficient multitasking and storage, all at a discounted price of 59390 rupees, down from the MRP of 74619 rupees."
"The Lenovo Ryzen 5 Hexa Core 5600H, equipped with a AMD Ryzen 5 Hexa Core Processor, boasts a solid 0.0-star rating based on 0 reviews. It features 8 GB DDR4 RAM and 256 GB SSD for efficient multitasking and storage, all at a discounted price of 59490 rupees, down from the MRP of 89490 rupees."
"The DELL Inspiron Ryzen 7 Octa Core 5825U, equipped with a Processor: AMD Ryzen 7-5825U (2.00 GHz up to 4.50 GHz), boasts a solid 4.0-star rating based on 25 reviews. It features RAM & Storage: 8GB DDR4 (2 DIMM Slots) & 512GB SSD and Display: 15.6"" FHD WVA AG Narrow Border 120Hz 250 nits for efficient multitasking and storage, all at a discounted price of 66190 rupees, down from the MRP of 85550 rupees."
"The DELL Core i3 11th Gen, equipped with a Intel Core i3 Processor (11th Gen), boasts a solid 4.2-star rating based on 6 reviews. It features 8 GB DDR4 RAM and 1 TB HDD for efficient multitasking and storage, all at a discounted price of 42500 rupees, down from the MRP of 55350 rupees."
"The acer Aspire 7 Core i5 12th Gen, equipped with a Intel Core i5 Processor (12th Gen), boasts a solid 4.3-star rating based on 285 reviews. It features 8 GB DDR4 RAM and 512 GB SSD for efficient multitasking and storage, all at a discounted price of 69990 rupees, down from the MRP of 88999 rupees."
"The DELL Core i3 12th Gen, equipped with a Processor: Intel i3-1215U (Base- 0.9 GHz & Turbo up to 4.40 GHz) 6 Cores, boasts a solid 4.0-star rating based on 9 reviews. It features RAM & Storage: 8GB DDR4 & 512GB SSD and Display: 15.6"" FHD WVA AG 120Hz 250 nits Narrow Border for efficient multitasking and storage, all at a discounted price of 47990 rupees, down from the MRP of 55047 rupees."
"The Lenovo IdeaPad Core i3 10th Gen, equipped with a Intel Core i3 Processor (10th Gen), boasts a solid 4.2-star rating based on 64 reviews. It features 4 GB DDR4 RAM and 256 GB SSD for efficient multitasking and storage, all at a discounted price of 35990 rupees, down from the MRP of 53790 rupees."
"The DELL Inspiron Core i3 10th Gen, equipped with a Intel Core i3 Processor (10th Gen), boasts a solid 4.2-star rating based on 68 reviews. It features 8 GB DDR4 RAM and 512 GB SSD for efficient multitasking and storage, all at a discounted price of 46880 rupees, down from the MRP of 63200 rupees."
"The MSI Ryzen 7 Octa Core 5700U, equipped with a AMD Ryzen 7 Octa Core Processor, boasts a solid 4.2-star rating based on 113 reviews. It features 8 GB DDR4 RAM and 512 GB SSD for efficient multitasking and storage, all at a discounted price of 52990 rupees, down from the MRP of 78990 rupees."
"The ASUS Core i3 11th Gen, equipped with a Intel Core i3 Processor (11th Gen), boasts a solid 0.0-star rating based on 0 reviews. It features 8 GB DDR4 RAM and 256 GB SSD for efficient multitasking and storage, all at a discounted price of 35990 rupees, down from the MRP of 52990 rupees."
"The Infinix X1 Slim Series Core i5 10th Gen, equipped with a Intel Core i5 Processor (10th Gen), boasts a solid 4.2-star rating based on 697 reviews. It features 8 GB LPDDR4X RAM and 512 GB SSD for efficient multitasking and storage, all at a discounted price of 44990 rupees, down from the MRP of 59999 rupees."
"The Lenovo IdeaPad 3 Ryzen 3 Dual Core 3250U, equipped with a AMD Ryzen 3 Dual Core Processor, boasts a solid 4.4-star rating based on 112 reviews. It features 8 GB DDR4 RAM and 256 GB SSD for efficient multitasking and storage, all at a discounted price of 37990 rupees, down from the MRP of 43990 rupees."
"The acer Nitro 5 Ryzen 5 Hexa Core AMD R5, equipped with a AMD Ryzen 5 Hexa Core Processor, boasts a solid 4.3-star rating based on 214 reviews. It features 8 GB DDR4 RAM and 512 GB SSD for efficient multitasking and storage, all at a discounted price of 67990 rupees, down from the MRP of 92999 rupees."
"The acer Aspire 3 Core i3 11th Gen, equipped with a Intel Core i3 Processor (11th Gen), boasts a solid 4.1-star rating based on 61 reviews. It features 4 GB DDR4 RAM and 256 GB SSD for efficient multitasking and storage, all at a discounted price of 35500 rupees, down from the MRP of 50000 rupees."
"The Lenovo Athlon Dual Core 3050U, equipped with a AMD Athlon Dual Core Processor, boasts a solid 4.3-star rating based on 8 reviews. It features 4 GB DDR4 RAM and 256 GB SSD for efficient multitasking and storage, all at a discounted price of 20990 rupees, down from the MRP of 35000 rupees."
"The acer Nitro 5 Ryzen 5 Hexa Core AMD R5, equipped with a AMD Ryzen 5 Hexa Core Processor, boasts a solid 4.3-star rating based on 214 reviews. It features 8 GB DDR4 RAM and 512 GB SSD for efficient multitasking and storage, all at a discounted price of 67990 rupees, down from the MRP of 92999 rupees."
"The acer Aspire 3 Pentium Silver, equipped with a Intel Pentium Silver Processor, boasts a solid 4.0-star rating based on 19 reviews. It features 8 GB DDR4 RAM and 256 GB SSD for efficient multitasking and storage, all at a discounted price of 28490 rupees, down from the MRP of 36990 rupees."
"The Lenovo IdeaPad 3 Core i3 10th Gen, equipped with a Intel Core i3 Processor (10th Gen), boasts a solid 4.3-star rating based on 8 reviews. It features 4 GB DDR4 RAM and 256 GB SSD for efficient multitasking and storage, all at a discounted price of 31990 rupees, down from the MRP of 53790 rupees."
"The HP 15s Intel Core i5 12th Gen, equipped with a Intel Core i5 Processor (12th Gen), boasts a solid 4.2-star rating based on 111 reviews. It features 16 GB DDR4 RAM and 512 GB SSD for efficient multitasking and storage, all at a discounted price of 66000 rupees, down from the MRP of 72210 rupees."
"The DELL Inspiron Core i3 10th Gen, equipped with a Intel Core i3 Processor (10th Gen), boasts a solid 4.2-star rating based on 68 reviews. It features 8 GB DDR4 RAM and 512 GB SSD for efficient multitasking and storage, all at a discounted price of 46880 rupees, down from the MRP of 63200 rupees."
"The ASUS Ryzen 5 Dual Core 5th Gen, equipped with a AMD Ryzen 5 Dual Core Processor (5th Gen), boasts a solid 4.6-star rating based on 9 reviews. It features 8 GB DDR4 RAM and 512 GB SSD for efficient multitasking and storage, all at a discounted price of 61990 rupees, down from the MRP of 76990 rupees."
"The realme Book(Slim) Intel Evo Core i5 11th Gen, equipped with a Powered by 11th Gen Intel Evo Core i5 Processor, boasts a solid 4.4-star rating based on 7067 reviews. It features Microsoft Office 2019 Home & Student Included and Intel Core i5 Processor (11th Gen) for efficient multitasking and storage, all at a discounted price of 59990 rupees, down from the MRP of 69999 rupees."
"The acer Nitro 5 Core i5 11th Gen, equipped with a Intel Core i5 Processor (11th Gen), boasts a solid 4.6-star rating based on 11 reviews. It features 8 GB DDR4 RAM and 512 GB SSD for efficient multitasking and storage, all at a discounted price of 63999 rupees, down from the MRP of 99990 rupees."
"The DELL Core i3 12th Gen, equipped with a Processor: Intel i3-1215U (Base- 0.9 GHz & Turbo up to 4.40 GHz) 6 Cores, boasts a solid 4.0-star rating based on 9 reviews. It features RAM & Storage: 8GB DDR4 & 512GB SSD and Display: 15.6"" FHD WVA AG 120Hz 250 nits Narrow Border for efficient multitasking and storage, all at a discounted price of 47990 rupees, down from the MRP of 55047 rupees."
"The acer Aspire 5 Ryzen 7 Octa Core 5700U, equipped with a AMD Ryzen 7 Octa Core Processor, boasts a solid 5.0-star rating based on 3 reviews. It features 8 GB DDR4 RAM and 512 GB SSD for efficient multitasking and storage, all at a discounted price of 59990 rupees, down from the MRP of 79999 rupees."
"The ASUS Vivobook 14 (2022) Core i3 12th Gen, equipped with a Intel Core i3 Processor (12th Gen), boasts a solid 4.2-star rating based on 11 reviews. It features 8 GB DDR4 RAM and 512 GB SSD for efficient multitasking and storage, all at a discounted price of 49990 rupees, down from the MRP of 62990 rupees."
"The Avita SATUS S111 Celeron Dual Core, equipped with a Intel Celeron Dual Core Processor, boasts a solid 3.9-star rating based on 646 reviews. It features 4 GB DDR4 RAM and 128 GB SSD for efficient multitasking and storage, all at a discounted price of 16990 rupees, down from the MRP of 29990 rupees."
"The DELL Core i3 11th Gen, equipped with a Intel Core i3 Processor (11th Gen), boasts a solid 4.2-star rating based on 6 reviews. It features 8 GB DDR4 RAM and 1 TB HDD for efficient multitasking and storage, all at a discounted price of 42500 rupees, down from the MRP of 55350 rupees."
